1,3.33,0.39,0,0,0
2,5.83,0.52,0,0,0
3,8.32,0.66,0,0,0
4,10.82,0.79,0,0,0
5,13.32,0.92,0,0,0
6,17.33,1.14,0,0,0
1,22.93,0.91,0,0,0
2,25.43,0.82,0,0,0
3,27.93,0.74,0,0,0
4,30.43,0.66,0,0,0
5,32.93,0.58,0,0,0
6,35.42,0.5,0,0,0
7,37.92,0.42,0,0,0
8,40.42,0.33,0,0,0
9,42.92,0.25,0,0,0
10,45.42,0.17,0,0,0
11,47.92,0.09,0,0,0
12,50.42,0.01,0,0,0
13,52.91,-0.07,0,0,0
14,55.41,-0.16,0,0,0
15,57.91,-0.24,0,0,0
16,60.41,-0.32,0,0,0
17,62.91,-0.4,0,0,0
18,65.41,-0.48,0,0,0
19,67.91,-0.57,0,0,0
20,72.38,-0.71,0,0,0
21,74.87,-0.52,0,0,0
22,77.37,-0.32,0,0,0
23,79.86,-0.13,0,0,0
24,82.35,0.07,0,0,0
25,84.84,0.27,0,0,0
26,87.68,0.49,0,0,0
27,90.18,0.43,0,0,0
28,92.68,0.38,0,0,0
29,95.18,0.32,0,0,0
30,97.68,0.27,0,0,0
31,100.18,0.21,0,0,0
32,102.68,0.15,0,0,0
33,105.18,0.1,0,0,0
34,107.68,0.04,0,0,0
35,112.43,-0.06,0,0,0
36,114.93,-0.16,0,0,0
37,117.43,-0.27,0,0,0
38,119.93,-0.37,0,0,0
39,122.42,-0.47,0,0,0
40,124.92,-0.58,0,0,0
41,127.42,-0.68,0,0,0
42,129.92,-0.78,0,0,0
43,132.42,-0.88,0,0,0
44,134.91,-0.99,0,0,0
45,137.41,-1.09,0,0,0
46,141.63,-1.26,0,0,0
47,141.85,-3.75,0,0,0
48,142.06,-6.24,0,0,0
49,142.28,-8.73,0,0,0
50,142.68,-13.36,0,0,0
51,145.78,-16.21,-0.03,stopandrotate,0
52,148.28,-16.28,0,0,0
53,150.78,-16.34,0,0,0
54,153.28,-16.41,0,0,0
55,155.78,-16.47,0,0,0
56,158.28,-16.54,0,0,0
57,160.78,-16.6,0,0,0
58,165.08,-16.71,-0.03,stop,0
1,160.93,-16.56,0,0,0
2,160.13,-16.46,0,0,0
3,159.18,-16.41,0,0,0
4,158.23,-16.41,0,0,0
5,157.28,-16.31,0,0,0
6,156.23,-16.41,0,0,0
7,155.23,-16.36,0,0,0
8,154.38,-16.31,0,0,0
9,153.48,-16.31,0,0,0
10,152.63,-16.31,0,0,0
11,151.73,-16.26,0,0,0
12,150.93,-16.21,0,0,0
13,149.98,-16.11,0,0,0
14,149.08,-16.06,0,0,0
15,148.23,-15.96,0,0,0
16,147.38,-15.96,0,0,0
17,146.58,-15.91,0,0,0
18,145.58,-15.86,0,0,0
19,144.73,-15.51,0,0,0
20,144.68,-14.41,0,0,0
60,144.64,-13.56,0,0,0
61,144.74,-11.07,0,0,0
62,144.85,-8.57,0,0,0
63,144.95,-6.07,0,0,0
64,145.06,-3.57,0,0,0
65,145.16,-1.08,0,0,0
66,145.27,1.42,0,0,0
67,145.37,3.92,0,0,0
68,145.48,6.42,0,0,0
69,145.58,8.92,0,0,0
70,145.69,11.41,0,0,0
71,145.88,15.99,3.1,stopandrotate,0
72,148.38,15.92,0,0,0
73,150.88,15.85,0,0,0
74,153.38,15.79,0,0,0
75,155.88,15.72,0,0,0
76,158.38,15.66,0,0,0
77,160.88,15.59,0,0,0
79,161.30,15.43,3.1,stop,0
2,154.98,15.69,0,0,0
3,152.49,15.77,0,0,0
4,149.99,15.84,0,0,0
5,145.28,15.99,0,0,0
80,145.88,15.99,0,0,0
86,139.88,3.15,0,0,0
87,137.38,3.21,0,0,0
88,134.88,3.27,0,0,0
89,132.38,3.34,0,0,0
90,129.89,3.4,0,0,0
91,127.39,3.46,0,0,0
92,124.89,3.52,0,0,0
93,120.28,3.64,0,0,0
94,117.79,3.77,0,0,0
95,115.29,3.9,0,0,0
96,112.79,4.03,0,0,0
97,110.3,4.16,0,0,0
98,107.8,4.29,0,0,0
99,105.3,4.42,0,0,0
100,102.81,4.55,0,0,0
101,100.31,4.68,0,0,0
102,97.81,4.81,0,0,0
103,95.32,4.94,0,0,0
104,92.82,5.07,0,0,0
105,90.32,5.21,0,0,0
106,87.78,5.34,0,0,0
107,85.33,5.8,0,0,0
108,82.87,6.27,0,0,0
109,80.41,6.73,0,0,0
110,77.96,7.2,0,0,0
1,74.38,7.34,0,0,0
111,70.08,7.36,0,0,0
112,67.58,7.42,0,0,0
113,65.08,7.49,0,0,0
114,62.59,7.56,0,0,0
115,60.09,7.63,0,0,0
116,57.59,7.7,0,0,0
117,55.09,7.77,0,0,0
118,52.59,7.83,0,0,0
119,50.09,7.9,0,0,0
120,47.59,7.97,0,0,0
121,45.09,8.04,0,0,0
122,42.59,8.11,0,0,0
123,39.58,8.19,0,0,0
124,37.08,8.23,0,0,0
125,34.58,8.28,0,0,0
126,32.08,8.32,0,0,0
1,29.58,8.49,0,0,0
2,26.58,8.64,0,0,0
3,23.23,8.74,0,0,0
4,20.28,8.99,0,0,0
127,16.76,9.18,3.1,stopandchangemap,AA_2
