1,-0.45,-9.1,0,0,0
2,-0.01,-11.56,0,0,0
3,0.42,-14.03,0,0,0
4,0.86,-16.49,0,0,0
5,1.37,-19.39,0,0,0
6,2.79,-21.44,0,0,0
7,4.42,-23.79,0,0,0
8,6.6,-25.0,0,0,0
9,8.92,-26.29,0,0,0
10,8.72,-28.78,0,0,0
11,8.51,-31.27,0,0,0
12,8.31,-33.76,0,0,0
13,8.1,-36.26,0,0,0
14,7.9,-38.75,0,0,0
15,7.69,-41.24,0,0,0
16,7.49,-43.73,0,0,0
17,7.29,-46.22,0,0,0
18,7.08,-48.71,0,0,0
19,6.88,-51.21,0,0,0
20,6.67,-53.7,0,0,0
21,6.47,-56.19,0,0,0
22,6.27,-58.68,0,0,0
23,6.06,-61.17,0,0,0
24,5.86,-63.66,0,0,0
25,5.65,-66.16,0,0,0
26,5.45,-68.65,0,0,0
27,5.25,-71.14,0,0,0
28,5.04,-73.63,0,0,0
29,4.84,-76.12,0,0,0
30,4.63,-78.61,0,0,0
31,4.43,-81.11,0,0,0
32,4.22,-83.69,0,0,0
33,4.07,-86.19,0,0,0
34,3.91,-88.68,0,0,0
35,3.62,-93.44,0,0,0
36,3.37,-95.93,0,0,0
37,3.11,-98.41,0,0,0
38,2.86,-100.9,0,0,0
39,2.61,-103.39,0,0,0
40,2.36,-105.88,0,0,0
41,2.1,-108.36,0,0,0
42,1.85,-110.85,0,0,0
43,1.6,-113.34,0,0,0
44,1.35,-115.82,0,0,0
45,1.09,-118.31,0,0,0
46,0.84,-120.8,0,0,0
47,0.59,-123.29,0,0,0
48,0.33,-125.77,0,0,0
49,0.07,-128.39,0,0,0
50,-1.54,-132.67,-1.66,stop,0
51,-1.96,-134.94,0,0,0
52,-1.94,-137.44,0,0,0
53,-1.92,-139.94,0,0,0
54,-1.89,-142.44,0,0,0
55,-1.87,-144.94,0,0,0
56,-1.83,-149.84,0,0,0
57,-2.04,-152.33,0,0,0
58,-2.33,-155.94,0,0,0
59,-2.58,-158.43,0,0,0
60,-2.83,-160.92,0,0,0
61,-3.07,-163.4,0,0,0
62,-3.32,-165.89,0,0,0
63,-3.57,-168.38,0,0,0
64,-3.82,-170.87,0,0,0
65,-4.06,-173.35,0,0,0
66,-4.31,-175.84,0,0,0
67,-4.56,-178.33,0,0,0
68,-4.8,-180.82,0,0,0
69,-5.05,-183.31,0,0,0
70,-5.3,-185.79,0,0,0
71,-5.55,-188.28,0,0,0
72,-5.79,-190.77,0,0,0
73,-6.04,-193.26,0,0,0
74,-6.29,-195.74,0,0,0
75,-6.78,-200.69,0,0,0
76,-7.03,-203.18,0,0,0
77,-7.27,-205.67,0,0,0
78,-7.51,-208.15,0,0,0
79,-7.76,-210.64,0,0,0
80,-8.0,-213.13,0,0,0
81,-8.25,-215.62,0,0,0
82,-8.49,-218.11,0,0,0
83,-8.74,-220.59,0,0,0
84,-9.08,-224.09,0,0,0
85,-9.31,-226.58,0,0,0
86,-9.55,-229.07,0,0,0
87,-9.78,-231.56,0,0,0
88,-10.01,-234.05,0,0,0
89,-10.25,-236.54,0,0,0
90,-10.48,-239.02,0,0,0
91,-10.71,-241.51,0,0,0
92,-10.95,-244.0,0,0,0
93,-11.18,-246.49,0,0,0
94,-11.41,-248.98,0,0,0
95,-11.65,-251.47,0,0,0
96,-11.88,-253.96,0,0,0
97,-12.11,-256.45,0,0,0
98,-12.35,-258.94,0,0,0
99,-12.58,-261.43,0,0,0
100,-12.81,-263.92,0,0,0
101,-13.05,-266.4,0,0,0
102,-13.38,-269.99,0,0,0
103,-14.36,-272.29,0,0,0
104,-15.23,-274.62,-1.66,stopandchangemap,AA_2
