1,-6.57,-282.76,0,0,0
2,-6.27,-280.28,0,0,0
3,-5.78,-276.34,0,0,0
4,-5.61,-273.85,0,0,0
5,-5.43,-271.19,0,0,0
6,-5.31,-268.69,0,0,0
7,-5.13,-264.84,0,0,0
8,-4.91,-262.35,0,0,0
9,-4.68,-259.86,0,0,0
10,-4.46,-257.37,0,0,0
11,-4.24,-254.88,0,0,0
12,-4.01,-252.39,0,0,0
13,-3.79,-249.9,0,0,0
14,-3.56,-247.41,0,0,0
15,-3.34,-244.92,0,0,0
16,-3.12,-242.43,0,0,0
17,-2.89,-239.94,0,0,0
18,-2.67,-237.45,0,0,0
19,-2.45,-234.96,0,0,0
20,-2.22,-232.47,0,0,0
21,-2.0,-229.98,0,0,0
22,-1.77,-227.49,0,0,0
23,-1.53,-224.79,0,0,0
24,-1.28,-222.3,0,0,0
25,-1.04,-219.81,0,0,0
26,-0.79,-217.33,0,0,0
27,-0.54,-214.84,0,0,0
28,-0.29,-212.35,0,0,0
29,-0.04,-209.86,0,0,0
30,0.2,-207.38,0,0,0
31,0.45,-204.89,0,0,0
32,0.82,-201.19,0,0,0
33,1.06,-198.7,0,0,0
34,1.3,-196.21,0,0,0
35,1.54,-193.72,0,0,0
36,1.78,-191.24,0,0,0
37,2.02,-188.75,0,0,0
38,2.26,-186.26,0,0,0
39,2.5,-183.77,0,0,0
40,2.74,-181.28,0,0,0
41,2.98,-178.79,0,0,0
42,3.22,-176.31,0,0,0
43,3.46,-173.82,0,0,0
44,3.7,-171.33,0,0,0
45,3.94,-168.84,0,0,0
46,4.18,-166.35,0,0,0
47,4.42,-163.86,0,0,0
48,4.66,-161.38,0,0,0
49,5.12,-156.64,0,0,0
50,6.16,-154.37,0,0,0
51,7.13,-151.2,1.47,stop,0
52,7.58,-148.79,0,0,0
57,7.61,-136.29,0,0,0
2,8.12,-126.99,0,0,0
3,8.35,-124.5,0,0,0
4,8.59,-122.01,0,0,0
5,8.82,-119.52,0,0,0
6,9.06,-117.03,0,0,0
7,9.29,-114.54,0,0,0
8,9.52,-112.06,0,0,0
9,9.76,-109.57,0,0,0
10,9.99,-107.08,0,0,0
11,10.23,-104.59,0,0,0
12,10.46,-102.1,0,0,0
13,10.69,-99.61,0,0,0
14,10.93,-97.12,0,0,0
15,11.16,-94.63,0,0,0
17,11.63,-89.65,0,0,0
18,11.86,-87.17,0,0,0
19,12.22,-83.39,0,0,0
83,6.42,-68.94,0,0,0
84,6.59,-66.45,0,0,0
85,6.76,-63.95,0,0,0
86,6.94,-61.46,0,0,0
87,7.11,-58.96,0,0,0
88,7.28,-56.47,0,0,0
100,9.42,-25.44,0,0,0
101,7.21,-24.26,0,0,0
102,5.01,-23.08,0,0,0
103,1.37,-21.14,0,0,0
104,1.22,-18.64,0,0,0
105,1.06,-16.15,0,0,0
106,0.91,-13.65,0,0,0
107,0.76,-11.16,0,0,0
108,0.6,-8.66,0,0,0
109,0.45,-6.17,0,0,0
110,0.3,-3.67,0,0,0
111,0.11,-0.57,0,stop,0
